mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin-1,origin-2,origin-3,0,0
13.0,1.496307924470656,1.5016242793620063,1.0647091883386712,1.2016121640301978,-0.9312473297834039,73,1,0,0,13.0,15.718388557434082
40.9,-0.8552441147764164,-1.0398585180401392,-0.28266033894278486,-1.340775405407678,0.6280293360920655,80,0,1,0,40.900001525878906,30.70914077758789
13.0,1.496307924470656,1.0412802254929383,0.6722714619460141,1.0622709038380616,-0.2060023689110927,76,1,0,0,13.0,16.956405639648438
15.0,1.496307924470656,1.1947282434492943,1.19552176380289,0.5060867212067381,-1.6564922906557151,73,1,0,0,15.0,17.808334350585938
31.0,-0.8552441147764164,-0.7137814798828829,-0.5835292625104886,-0.295715953966656,1.3895365450079915,82,1,0,0,31.0,26.445674896240234
25.0,-0.8552441147764164,-0.8000959899833331,-0.45271668704626955,-0.35239714455328774,0.7005538321792963,70,0,1,0,25.0,23.632509231567383
16.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.4401455077489396,-0.9312473297834039,76,1,0,0,16.0,15.643779754638672
19.0,-1.4431321245881843,-1.1837160348742228,-0.19109153611783153,-0.7562506274830385,-0.7499360895653261,72,0,0,1,19.0,26.677871704101562
12.0,1.496307924470656,1.5016242793620063,1.9803972165882044,1.805030672150381,-1.1125585700014817,73,1,0,0,12.0,12.552090644836426
21.1,-0.8552441147764164,-0.5699239630487991,-0.24341656630351913,-0.5377918720970623,-0.2785268649983235,78,0,0,1,21.100000381469727,27.36123275756836
37.7,-0.8552441147764164,-1.0014965135510503,-1.1067795643673648,-1.0868909059050567,0.6280293360920655,81,0,0,1,37.70000076293945,34.66485595703125
26.0,-0.8552441147764164,-0.9247725045728723,-1.5253798058528656,-1.204976719627206,1.9697325137058408,73,0,1,0,26.0,32.48999786376953
